Name,Rating,Games,Result,Moves,CPL,MM,Sort Score,Analysis
Jan Peter Palmblad,2187,2,0,75,65,47,-18,D
Hakan Hansson,2163,1,0,25,125,32,-93,A
Hakan Hansson,2163,1,0,25,113,44,-69,D
Tobias Lonngren,2122,1,0,18,73,33,-40,A
Tobias Lonngren,2122,1,0,18,100,33,-67,D
Armin Namini,2114,1,0,30,102,37,-65,A
Armin Namini,2114,1,0,30,79,37,-42,B
Armin Namini,2114,1,0,30,83,43,-40,C
Armin Namini,2114,1,0,30,76,37,-39,D
Jesper Celander,2180,2,0,50,71,52,-19,A
Jesper Celander,2180,2,0,50,82,42,-40,C
Jesper Celander,2180,2,0,50,87,40,-47,D
Anders Loven,2151,1,0,17,71,47,-24,A
Anders Loven,2151,1,0,17,66,47,-19,D
Magnus Holm,2247,1,0,30,53,60,7,A
Magnus Holm,2247,1,0,30,62,50,-12,B
Magnus Holm,2247,1,0,30,65,57,-8,C
Magnus Holm,2247,1,0,30,76,57,-19,D
Tommi Luukkonen,2081,3,1,86,51,55,4,A
Tommi Luukkonen,2081,3,1,86,41,53,12,C
Tommi Luukkonen,2081,3,1,86,47,50,3,D
Olli Sisatto,2207,1,0,24,46,62,16,A
Olli Sisatto,2207,1,0,24,55,50,-5,B
Olli Sisatto,2207,1,0,24,45,46,1,C
Olli Sisatto,2207,1,0,24,48,50,2,D
Kevin Ong,2076,1,0,46,75,46,-29,A
Kevin Ong,2076,1,0,46,39,56,17,C
Kevin Ong,2076,1,0,46,44,54,10,D
Love Janse,2152,1,0,13,174,38,-136,A
Love Janse,2152,1,0,13,151,38,-113,D
Per Isaksson,2106,1,0,23,78,48,-30,A
Per Isaksson,2106,1,0,23,75,48,-27,B
Per Isaksson,2106,1,0,23,74,48,-26,C
Per Isaksson,2106,1,0,23,77,48,-29,D
Robin Edlund,2174,1,0,31,39,48,9,A
Robin Edlund,2174,1,0,31,55,39,-16,D
