Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,Analysis 
802,chmpf 2009.03.29,926,1,1,34,249,24,-225,Level A
840,fjjvh 2009.03.29,672,1,0,34,262,24,-238,Level A
1034,hwm 2005.05.06,912,1,0,34,351,21,-330,Level A
299,telaviv 2004.10.05,1035,1,0,33,146,42,-104,Level A
359,pohlie 2005.06.30,1021,1,1,33,153,33,-120,Level A
563,TLorD 2005.06.13,1002,2,1,33,194,30,-164,Level B
653,WhiteSide 2004.03.02,848,2,1,33,208,27,-181,Level A
917,twno 2004.07.22,897,2,0,33,278,15,-263,Level A
1027,DumbRedNeck 2009.07.30,731,3,1,33,342,18,-324,Level A
142,ennil 2004.10.05,916,1,1,32,96,41,-55,Level A
204,Cybersun 2006.02.15,992,1,0,32,105,28,-77,Level A
594,ChessRio 2005.12.21,949,2,1,32,195,25,-170,Level A
626,twno 2004.05.15,904,2,2,32,207,31,-176,Level A
698,PIONPAGO 2006.01.13,931,2,2,32,214,22,-192,Level A
734,BothFeet 2005.11.07,926,1,0,32,232,28,-204,Level A
759,hitchhiker 2001.01.07,912,1,0,32,237,25,-212,Level A
885,Gaby 2001.01.07,1005,1,1,32,273,19,-254,Level A
1072,drevilrocks 2004.10.09,1119,1,0,32,394,22,-372,Level A
197,Triplea 2003.04.20,1006,2,2,31,107,32,-75,Level A
447,SamuelJunior 2006.06.27,916,2,1,31,179,39,-140,Level A
500,Halfman 2005.12.21,939,1,0,31,180,29,-151,Level A
595,HEARTLESSWIZARD 2004.10.10,862,1,0,31,193,23,-170,Level A
715,GolfBob 2004.03.12,865,1,0,31,219,23,-196,Level B
729,SpacedCadet 2002.01.25,1028,3,2,31,226,23,-203,Level A
753,BlueKeyboard 2005.05.06,1048,1,1,31,233,23,-210,Level A
846,BishopDaMan 2005.11.07,866,1,1,31,263,23,-240,Level A
855,Gaby 2002.01.25,930,3,1,31,275,32,-243,Level A
882,BothFeet 2005.08.26,946,1,0,31,286,32,-254,Level A
913,AceEvl 2002.11.13,923,2,0,31,286,23,-263,Level A
972,FJB 2005.03.16,836,1,1,31,314,26,-288,Level A
1003,Superdonut 2006.12.30,1065,1,0,31,324,23,-301,Level A
1004,aadeeb 2005.10.23,796,3,0,31,317,16,-301,Level A
1042,TeddySauyet 2006.06.27,1027,2,1,31,374,36,-338,Level A
1043,newwave 2001.10.10,1005,1,0,31,361,23,-338,Level A
91,KnightToRookSix 2003.02.02,1127,1,1,30,71,37,-34,Level A
166,Knighter 2000.01.28,925,2,2,30,104,40,-64,Level A
240,shipwrecked 2005.06.30,954,1,0,30,132,43,-89,Level A
266,Shadax 2005.06.13,969,2,1,30,138,43,-95,Level B
294,mrfriday 2000.01.27,737,1,0,30,140,37,-103,Level A
520,pddchess 2005.12.22,882,1,1,30,196,40,-156,Level A
706,Tarish 2006.01.27,861,1,0,30,227,33,-194,Level A
720,cpinya 2006.03.05,962,5,5,30,217,20,-197,Level A
761,WesternRed 1999.12.01,1126,1,1,30,237,23,-214,Level A
780,shechem 2004.02.11,1056,1,1,30,246,27,-219,Level A
833,hatrik 2006.10.25,1032,1,0,30,266,30,-236,Level A
845,amajouity 2002.08.02,930,1,0,30,273,33,-240,Level A
851,wolfla 2006.04.25,846,2,1,30,261,20,-241,Level A
909,Kimber 1999.12.01,828,1,0,30,289,27,-262,Level A
992,basitian 2005.03.16,1005,2,1,30,323,27,-296,Level A
346,netbrain 2006.08.22,1043,1,1,29,147,31,-116,Level A
392,cpinya 2006.03.29,1063,3,2,29,170,41,-129,Level B
426,Guuyver 2002.06.07,815,1,0,29,176,41,-135,Level A
479,HEARTLESSWIZARD 2004.10.22,846,1,0,29,163,17,-146,Level B
485,LeCrabe 2002.06.07,1056,1,1,29,176,28,-148,Level A
709,Johnnyp 2005.11.30,828,1,0,29,226,31,-195,Level A
754,mwcommander 2000.02.05,898,1,0,29,224,14,-210,Level A
808,mickeyl 2006.02.18,1008,2,1,29,259,31,-228,Level A
813,nuthegoob 2006.10.17,933,2,1,29,238,10,-228,Level A
1106,nuthegoob 2006.10.16,963,4,0,29,439,14,-425,Level A
139,PIONPAGO 2006.01.31,985,1,1,28,100,46,-54,Level C
180,ASABOTO 2004.03.12,1092,1,1,28,115,46,-69,Level B
276,HEARTLESSWIZARD 2005.06.08,909,1,0,28,122,25,-97,Level B
285,HEARTLESSWIZARD 2005.07.30,951,2,2,28,136,36,-100,Level B
382,dockson 2004.02.11,874,1,0,28,151,25,-126,Level A
391,Nassor 2005.12.22,1055,1,0,28,172,43,-129,Level A
412,pendragonz 2003.03.29,1031,1,0.5,28,172,39,-133,Level A
430,Halfman 2006.01.31,915,1,0,28,156,21,-135,Level C
584,doubleo 2005.06.29,962,1,0.5,28,193,25,-168,Level A
644,GolfBob 2004.03.03,966,1,0,28,201,21,-180,Level A
752,iveyjr 2005.03.24,876,2,1,28,235,25,-210,Level A
760,Trasimene 2002.08.02,1043,1,1,28,243,29,-214,Level A
783,nicolaus 2006.04.25,984,2,1,28,252,32,-220,Level A
816,bigrig 2005.08.06,866,1,1,28,250,21,-229,Level A
915,mssronald 2003.03.29,874,2,0,28,284,21,-263,Level A
919,rbb 2005.10.20,756,1,1,28,293,29,-264,Level A
75,telaviv 2004.10.10,1000,1,1,27,66,41,-25,Level A
171,astronomyguy 2005.11.30,1124,1,1,27,110,44,-66,Level A
230,ChessRio 2006.01.04,891,2,1,27,114,30,-84,Level A
309,shechem 2004.03.03,1020,1,1,27,136,30,-106,Level A
404,Krandall 2006.03.20,918,1,1,27,156,26,-130,Level A
431,JuliusG 2006.03.26,914,1,0,27,162,26,-136,Level A
436,Kyobutungi 2005.04.25,1101,1,0,27,178,41,-137,Level A
448,daChodeMan 2006.03.01,883,1,0,27,173,33,-140,Level A
559,fuz 2000.02.02,933,2,1,27,178,15,-163,Level A
604,mascota 2005.08.06,984,1,0,27,205,33,-172,Level A
607,olinebeefs 2006.01.27,1036,1,1,27,206,33,-173,Level A
621,alexcardoso 2004.07.22,1086,2,2,27,197,22,-175,Level A
740,HEARTLESSWIZARD 2005.11.24,928,1,0,27,239,33,-206,Level A
807,KJett 2003.02.21,874,1,0,27,249,22,-227,Level A
920,knightscastle 2002.10.20,1084,1,0,27,283,19,-264,Level B
961,SkarryLarry 2005.07.13,841,3,0,27,296,15,-281,Level A
1041,feelm 2006.11.12,998,2,0,27,370,33,-337,Level A
1045,aikloong 2002.07.20,698,5,0,27,361,22,-339,Level A
106,Shuckey 2000.01.28,916,1,0,26,91,50,-41,Level C
170,spiZ 2004.10.22,1047,1,1,26,112,46,-66,Level B
292,petergriffin 2006.03.22,1192,1,1,26,137,35,-102,Level A
363,JuliusG 2006.04.01,927,1,1,26,157,35,-122,Level A
380,pohlie 2005.11.24,1045,1,1,26,161,35,-126,Level A
429,ZeroKool 2000.02.06,914,1,0,26,158,23,-135,Level A
445,milamores 2005.11.24,922,1,1,26,162,23,-139,Level A
477,gswiff 2003.02.21,1088,1,1,26,181,35,-146,Level A
490,JuliusG 2006.03.30,892,1,1,26,184,35,-149,Level A
623,chrisyacoub 2002.10.20,914,1,1,26,218,42,-176,Level B
776,DHunt 2005.08.29,1091,1,1,26,237,19,-218,Level A
792,WhiteSide 2003.11.10,923,1,0,26,265,42,-223,Level A
835,ferking 2006.03.30,1021,1,0,26,255,19,-236,Level A
883,KJett 2003.04.04,869,1,0,26,277,23,-254,Level A
892,vav 2002.11.09,953,1,0,26,283,27,-256,Level A
896,spudthedud 2006.02.13,766,2,1,26,284,27,-257,Level A
991,newbeeforu 2005.07.01,1013,2,0,26,318,23,-295,Level A
99,nosek 2005.03.17,1106,2,1.5,25,86,48,-38,Level B
117,Laddie 2002.12.26,1044,2,2,25,87,40,-47,Level A
145,aet 2000.02.06,993,1,1,25,92,36,-56,Level A
152,Halfman 2006.03.20,1069,1,0,25,96,36,-60,Level A
261,ninox 2006.03.26,985,1,1,25,121,28,-93,Level A
275,KJett 2003.04.05,859,1,1,25,137,40,-97,Level A
307,Paestka 2005.05.17,946,1,0,25,125,20,-105,Level B
310,dockson 2004.02.10,874,1,0,25,151,44,-107,Level C
396,HEARTLESSWIZARD 2005.08.26,979,1,1,25,157,28,-129,Level A
405,GolfBob 2004.03.13,847,1,0,25,154,24,-130,Level A
441,giannhsk 2005.04.19,805,1,0,25,178,40,-138,Level A
464,StrwberyNBanana 2000.03.29,1090,1,1,25,155,12,-143,Level A
501,mrfriday 2000.01.15,672,1,0,25,175,24,-151,Level A
534,GolfBob 2004.09.02,999,1,1,25,187,28,-159,Level A
587,supriyasodhi 2006.06.09,938,1,0,25,184,16,-168,Level A
611,mwcommander 2000.03.29,844,1,0,25,185,12,-173,Level A
628,jpresley 2001.10.10,1093,3,3,25,200,24,-176,Level A
649,iveyjr 2005.07.02,889,2,1,25,213,32,-181,Level A
678,JohnstonDJ 2006.12.08,942,1,0,25,209,24,-185,Level A
725,bttfman 2002.11.13,1065,1,1,25,217,16,-201,Level A
869,chelletijn 2004.02.16,958,3,2,25,289,40,-249,Level A
876,HEARTLESSWIZARD 2004.09.25,804,3,1,25,280,28,-252,Level B
982,trovillion 2005.09.05,979,1,1,25,324,32,-292,Level A
1032,joelbow 2003.03.29,980,5,0,25,343,16,-327,Level A
1046,dgreality 2003.03.22,1132,1,0,25,351,12,-339,Level A
63,TLorD 2005.06.08,961,1,1,24,60,46,-14,Level B
140,TravisBarker 2005.08.06,1063,1,0.5,24,100,46,-54,Level B
178,faldur 2004.03.13,1102,1,1,24,106,38,-68,Level A
181,fboccardo 2005.04.19,928,1,1,24,111,42,-69,Level A
228,spudthedud 2006.02.15,965,1,1,24,122,38,-84,Level A
269,willcarter 2006.01.14,1027,1,1,24,134,38,-96,Level B
337,lsilipo 2005.04.22,818,1,1,24,152,38,-114,Level A
341,Tarish 2006.03.22,719,1,0,24,153,38,-115,Level A
358,feelm 2006.11.18,985,1,1,24,162,42,-120,Level A
372,AceEvl 2002.11.07,950,2,0.5,24,158,33,-125,Level A
373,BothFeet 2005.06.29,958,1,0.5,24,158,33,-125,Level A
495,ajwillington 2003.11.10,1054,1,1,24,188,38,-150,Level A
518,Theodin 2005.10.20,998,1,0,24,198,42,-156,Level A
597,Cybersun 2006.04.19,1043,1,0,24,187,17,-170,Level A
606,uvrays 2005.11.24,908,1,0,24,189,17,-172,Level A
690,Loran 2009.07.30,767,3,2,24,224,33,-191,Level A
721,pbanx 2006.10.18,1023,1,1,24,232,33,-199,Level A
747,nepvetm 2006.09.09,1053,1,0,24,238,29,-209,Level A
810,VasTech 2006.11.18,946,1,0,24,253,25,-228,Level A
877,RandyRoo 2006.12.09,753,5,0,24,286,33,-253,Level A
881,apospap 2006.06.26,972,1,0,24,270,17,-253,Level A
931,SamuelJunior 2006.06.26,904,1,0,24,295,29,-266,Level A
976,jujupieces 2005.09.02,976,1,0,24,318,29,-289,Level A
994,varchata 2002.06.07,971,1,0,24,322,25,-297,Level A
1040,fjjvh 2009.04.04,666,4,0,24,344,8,-336,Level A
119,Malca 2006.09.27,1046,1,0,23,77,30,-47,Level B
123,loccsta 2004.02.08,915,1,0,23,62,13,-49,Level C
193,Fitzakarle 2003.04.12,787,1,0,23,118,44,-74,Level A
218,wavewave 2006.03.05,1168,1,1,23,111,30,-81,Level A
242,yanto 2004.02.10,995,1,1,23,115,26,-89,Level C
249,feelm 2006.10.25,918,1,1,23,130,39,-91,Level A
256,BothFeet 2005.07.13,973,3,3,23,136,43,-93,Level A
262,NathanBlair 2005.08.06,929,1,0.5,23,129,35,-94,Level B
297,ELMC 2006.01.04,1057,1,0,23,120,17,-103,Level B
304,Silicate 2005.08.29,899,1,0,23,140,35,-105,Level A
390,pezzissimo 2005.08.17,879,1,0,23,173,44,-129,Level A
457,leffub 2004.08.29,901,2,2,23,172,30,-142,Level A
507,pawnpeddler 2005.04.22,1068,1,0,23,183,30,-153,Level A
631,HEARTLESSWIZARD 2004.09.02,791,1,0,23,186,9,-177,Level A
665,mrcapp 2004.04.17,867,1,0,23,209,26,-183,Level A
766,wwdotti 2005.11.28,1024,1,0,23,232,17,-215,Level A
811,pddchess 2006.01.23,887,2,1,23,250,22,-228,Level A
874,GolfBob 2004.03.09,935,2,0,23,273,22,-251,Level A
905,shechem 2004.03.09,1006,2,2,23,291,30,-261,Level A
964,allgood 2000.03.28,1095,1,1,23,313,30,-283,Level A
979,azshtrdude 2004.09.11,963,1,0,23,312,22,-290,Level A
1074,Anoten 2006.02.04,913,1,0,23,399,22,-377,Level A
1093,alexcardoso 2004.06.08,956,2,1,23,415,9,-406,Level A
12,PravinMamania 2004.02.08,982,1,1,22,18,41,23,Level C
42,Funditor 2006.09.27,947,1,1,22,49,46,-3,Level B
52,Halfman 2006.01.04,912,1,1,22,54,46,-8,Level B
111,Triplea 2003.04.12,1041,1,1,22,83,41,-42,Level A
161,ninox 2006.04.01,1010,1,0,22,99,36,-63,Level A
188,ChessProzac 2000.02.02,974,2,1,22,103,32,-71,Level A
202,hbengts 2006.06.09,973,1,1,22,109,32,-77,Level A
254,pocheptsoff 2005.04.10,1046,2,2,22,124,32,-92,Level A
320,vismaior 2006.02.20,947,1,0.5,22,151,41,-110,Level A
350,HEARTLESSWIZARD 2005.11.28,907,1,1,22,153,36,-117,Level A
399,cpinya 2006.03.28,970,5,5,22,171,41,-130,Level A
410,southwestco 2004.07.15,770,1,0,22,155,23,-132,Level B
434,HEARTLESSWIZARD 2005.08.17,975,1,1,22,159,23,-136,Level A
435,bttfman 2002.11.07,995,2,1.5,22,154,18,-136,Level A
472,PawnStarrz 2003.04.04,1128,1,1,22,177,32,-145,Level A
478,Funditor 2006.10.03,892,2,1,22,178,32,-146,Level A
552,skuller 2002.07.20,1073,5,5,22,195,32,-163,Level A
795,HEARTLESSWIZARD 2004.06.10,963,1,0,22,241,18,-223,Level B
798,eaglesloft 2003.03.29,1013,2,2,22,251,27,-224,Level A
804,SChlebowski 2005.09.02,1061,1,0,22,258,32,-226,Level B
967,obao 2000.03.27,857,2,0,22,292,9,-283,Level A
984,smugknave 2005.10.10,989,2,0.5,22,320,27,-293,Level A
1058,sneakypawn 2006.10.26,894,2,0,22,361,9,-352,Level A
1062,jcizotti 2005.09.05,944,1,0,22,390,27,-363,Level A
1105,greenqueenbrasil 2007.04.23,816,1,0,22,429,5,-424,Level A
59,aafire 2006.04.19,943,1,1,21,55,43,-12,Level A
78,TEMH 2005.05.17,1041,1,1,21,69,43,-26,Level B
90,dockson 2004.01.15,869,1,1,21,91,57,-34,Level C
94,philippeopr 2005.08.14,1135,1,0.5,21,68,33,-35,Level A
134,lsilipo 2005.04.25,872,1,1,21,96,43,-53,Level A
141,churningpigskin 2003.12.16,740,1,0,21,103,48,-55,Level B
159,AceDiamond 2003.12.16,990,1,1,21,86,24,-62,Level B
199,ninox 2006.01.07,999,1,1,21,94,19,-75,Level A
263,dockson 2005.03.11,936,1,1,21,118,24,-94,Level A
331,nicolaus 2006.06.23,1084,1,1,21,142,29,-113,Level A
357,SkarryLarry 2005.08.14,769,1,0.5,21,152,33,-119,Level A
362,Panzulo 2006.06.23,844,1,0,21,159,38,-121,Level A
424,PravinMamania 2004.01.15,1041,1,0,21,153,19,-134,Level C
484,debateking 2005.03.27,1101,1,1,21,191,43,-148,Level A
504,HEARTLESSWIZARD 2004.10.09,779,1,1,21,181,29,-152,Level A
521,MartyL 2005.07.01,915,2,2,21,194,38,-156,Level A
523,redistribute 2006.10.03,1096,2,1,21,180,24,-156,Level A
528,Knighter 2000.01.22,925,2,0,21,177,19,-158,Level A
570,Unknowner 2005.10.23,1071,1,1,21,195,29,-166,Level A
620,kimida 2006.02.20,1041,1,0.5,21,199,24,-175,Level A
634,Knighter 2000.01.23,893,2,1,21,217,38,-179,Level A
639,jshumaker 2006.12.30,845,1,1,21,213,33,-180,Level A
648,brisham 2003.03.03,991,2,2,21,214,33,-181,Level A
664,sixer 2006.05.27,829,1,0,21,212,29,-183,Level C
695,Sevenkings 2006.12.28,1012,1,0,21,221,29,-192,Level A
696,TomJr 2005.10.15,873,1,0,21,216,24,-192,Level A
713,HEARTLESSWIZARD 2004.09.11,764,1,1,21,234,38,-196,Level A
764,Halfman 2006.02.18,925,1,0,21,228,14,-214,Level A
772,rossx 2006.09.05,974,1,1,21,236,19,-217,Level A
787,Paestka 2005.05.16,982,1,0,21,240,19,-221,Level A
790,cutenuke 2002.11.09,927,1,1,21,236,14,-222,Level A
803,darjos 2003.03.03,971,2,0,21,244,19,-225,Level A
814,iascrazyorioles 2006.03.26,954,1,0,21,262,33,-229,Level A
847,dopeyone 2004.03.15,827,1,0,21,259,19,-240,Level A
