Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,Analysis 
612,Amarande 2009.04.24,1033,1,0,25,322,24,-298,Level A
41,lhoward 2009.07.19,1075,2,2,24,56,33,-23,Level B
68,Sebbel 2009.01.03,921,1,0,24,79,42,-37,Level B
176,Admirn 2009.02.28,970,1,1,24,127,29,-98,Level A
249,Kundeohmar 2009.05.04,1008,1,0,24,163,38,-125,Level A
290,dadikuki 2009.05.15,930,1,0,24,161,17,-144,Level A
332,robertpmntr 2009.06.14,1093,1,1,24,196,38,-158,Level C
358,Dicemice 2009.07.14,1026,2,2,24,188,21,-167,Level B
469,Malfunction 2009.04.17,1081,2,1,24,241,25,-216,Level A
623,sekulla 2009.01.29,857,3,0,24,325,17,-308,Level A
675,NomadicEntropy 2009.04.07,873,3,0,24,385,17,-368,Level A
30,acmauroe 2009.01.03,909,1,1,23,51,39,-12,Level B
82,Ickis 2009.05.15,1007,1,1,23,92,44,-48,Level A
177,geodezu 2009.01.18,980,1,0.5,23,124,26,-98,Level A
217,vpma 2009.04.24,928,1,1,23,148,35,-113,Level A
274,paderboots 2009.06.14,887,1,0,23,191,57,-134,Level C
281,Sirenus 2009.02.28,955,1,0,23,160,22,-138,Level A
352,sigggih 2009.07.09,1123,1,0,23,204,39,-165,Level A
360,Hazardo 2009.05.10,956,2,0,23,190,22,-168,Level A
417,Beerbong 2009.01.06,932,2,1,23,215,22,-193,Level A
433,nicholasjanssen 2009.03.27,988,1,0.5,23,228,26,-202,Level A
608,Traenexx 2009.04.11,880,1,1,23,318,22,-296,Level A
627,Fukiyama 2009.06.04,1008,1,1,23,343,26,-317,Level B
62,lepomis 2009.02.26,953,1,1,22,55,23,-32,Level B
89,JohntheChristian 2009.01.18,1014,1,0.5,22,90,36,-54,Level A
116,Kotimatka 2009.05.10,943,2,2,22,104,36,-68,Level A
118,geodezu 2009.01.24,942,1,1,22,124,55,-69,Level C
156,Rhizy 2009.07.09,874,1,1,22,126,36,-90,Level A
250,xDieInAFirex 2009.05.27,651,2,0.5,22,157,32,-125,Level B
295,LDopa 2009.01.16,1074,1,0,22,183,36,-147,Level A
296,catfu 2009.07.31,1024,1,1,22,183,36,-147,Level A
310,mcco 2009.07.30,1003,1,0,22,183,32,-151,Level A
361,Fukiyama 2009.02.18,834,1,1,22,186,18,-168,Level A
394,vawaverunner 2009.01.24,1018,1,0,22,209,27,-182,Level C
399,cjmaeder 2009.04.04,754,1,1,22,213,27,-186,Level A
561,Mrachni 2009.04.04,1040,1,0,22,277,18,-259,Level A
630,nathy 2009.07.28,734,3,0,22,337,18,-319,Level A
641,HeliosMax 2009.06.15,855,1,0,22,349,23,-326,Level A
654,elnekave 2009.04.06,884,1,0,22,376,27,-349,Level A
679,awen 2009.03.23,962,2,1,22,400,23,-377,Level A
680,vetteboy 2008.09.14,875,1,1,22,388,9,-379,Level A
25,Sebbel 2008.10.20,970,1,1,21,57,48,-9,Level B
39,Akio 2009.04.07,925,1,1,21,65,43,-22,Level B
94,SimSima 2007.01.31,962,1,1,21,114,57,-57,Level C
261,Drewan 2009.04.12,810,4,2,21,168,38,-130,Level B
283,markhodges 2009.04.09,1137,1,1,21,172,33,-139,Level A
286,Loran 2009.07.24,782,2,0.5,21,184,43,-141,Level A
363,gilandrew 2009.03.27,898,1,0.5,21,194,24,-170,Level A
391,chesseeka 2009.04.11,1017,1,0,21,200,19,-181,Level A
416,nathy 2009.07.26,746,4,0,21,222,29,-193,Level A
521,Crashinator 2009.01.12,817,1,0,21,275,33,-242,Level A
588,fishmasters 2009.01.02,819,1,0,21,299,24,-275,Level A
704,paire 2009.03.08,1228,2,2,21,437,14,-423,Level A
78,TylerTheWimp 2009.05.20,910,1,1,20,82,40,-42,Level A
130,JabZ 2008.10.20,927,1,0,20,100,25,-75,Level B
201,ToomuchforUtoo 2009.06.14,1101,1,1,20,121,15,-106,Level A
224,HeliosMax 2009.06.14,893,1,0,20,146,30,-116,Level A
233,jdchopra 2009.04.19,1072,1,1,20,145,25,-120,Level A
256,Cgrittz 2009.07.24,1161,2,1.5,20,157,30,-127,Level A
325,dubaddict 2009.05.06,823,1,0,20,186,30,-156,Level A
377,Fnorgmuffin 2009.04.09,757,1,0,20,206,30,-176,Level A
387,herbkleiman 2009.04.07,1075,3,3,20,220,40,-180,Level A
437,Crashinator 2009.02.20,903,1,1,20,228,25,-203,Level A
441,HeliosMax 2009.06.07,955,1,0.5,20,240,35,-205,Level A
520,Giulietta 2008.09.14,1017,1,0,20,255,15,-240,Level A
522,TacticalDiligence 2009.02.21,1053,1,0.5,20,267,25,-242,Level A
543,Benly 2009.03.12,999,1,1,20,273,20,-253,Level A
574,pokerfish 2009.05.23,1018,1,0,20,282,15,-267,Level A
607,Hazardo 2009.07.27,913,2,0,20,305,10,-295,Level B
631,GoGoYubari 2009.07.11,1025,2,1,20,350,30,-320,Level A
669,petitwinnie 2009.04.12,1064,2,0.5,20,383,20,-363,Level A
111,Xbozo 2009.05.30,1033,1,1,19,124,58,-66,Level B
144,Koerdis 2009.05.06,1095,1,1,19,123,37,-86,Level A
198,finestcuts 2009.05.30,950,1,0,19,131,26,-105,Level B
260,cesacsr 2009.05.23,921,1,1,19,171,42,-129,Level A
262,awen 2009.03.26,940,3,2,19,162,32,-130,Level A
269,ANDYTASTIC 2009.07.31,969,2,1,19,169,37,-132,Level A
287,Melvill 2009.02.18,1022,1,0,19,163,21,-142,Level A
309,Melkzedech 2009.01.02,1119,1,1,19,183,32,-151,Level A
316,JEFFMHOW 2009.01.16,921,1,1,19,190,37,-153,Level A
318,MagicCube 2009.03.23,949,2,1,19,186,32,-154,Level A
343,GoGoYubari 2009.06.04,976,2,0,19,199,37,-162,Level B
347,Astronomas 2009.04.19,917,1,0,19,179,16,-163,Level A
351,Hazardo 2009.04.25,1016,1,1,19,207,42,-165,Level A
410,uberpao 2009.02.04,1050,1,1,19,212,21,-191,Level A
427,SassySasha 2009.04.06,1039,1,1,19,215,16,-199,Level A
445,gaangster 2009.04.03,1111,1,0,19,233,26,-207,Level A
471,ukpfc 2009.04.25,790,1,0,19,238,21,-217,Level A
483,ZfromDtownCO 2009.07.23,1110,1,0,19,242,21,-221,Level A
500,majesticmagix 2009.01.30,1101,1,0,19,256,26,-230,Level A
557,Crashinator 2009.01.07,815,2,0,19,274,16,-258,Level A
567,Booyens 2009.07.26,951,2,0,19,282,21,-261,Level A
613,Admirn 2009.02.20,974,1,0,19,315,16,-299,Level A
666,natenael 2009.04.17,835,1,0,19,359,0,-359,Level A
23,RichardJohnson 2009.05.27,1254,2,1.5,18,47,44,-3,Level B
174,Alphacentury 2009.07.15,1155,4,3.5,18,135,39,-96,Level A
212,Operatics 2009.07.17,1071,1,1,18,149,39,-110,Level A
238,PABOY 2009.01.06,897,1,0.5,18,167,44,-123,Level A
278,ktinfl 2009.07.23,846,1,1,18,168,33,-135,Level A
293,borovo 2009.06.04,997,1,1,18,168,22,-146,Level B
313,PieceMover 2009.06.22,973,2,1,18,191,39,-152,Level A
336,borovo 2009.06.07,1026,1,0.5,18,175,17,-158,Level A
403,Drvanger 2009.07.19,1024,1,1,18,217,28,-189,Level A
414,ZnBangash 2009.05.21,1143,1,1,18,209,17,-192,Level A
467,MikEms 2009.07.10,885,1,0,18,260,44,-216,Level B
501,SecondQueen 2009.05.21,1060,1,1,18,252,22,-230,Level B
510,scoroyale 2009.07.31,1002,1,0,18,262,28,-234,Level B
551,LavAzza 2009.07.13,802,1,0,18,285,28,-257,Level B
604,paire 2009.03.16,1219,1,0,18,310,17,-293,Level A
616,vetteboy 2009.01.10,925,2,1,18,302,0,-302,Level A
656,Hazardo 2009.04.21,964,2,1,18,366,17,-349,Level A
664,scosta 2009.04.21,936,2,1,18,370,11,-359,Level A
683,IOOOOOWelcomesWeb 2009.03.23,1016,1,0,18,393,11,-382,Level A
22,JAYDENBLANE 2009.05.17,1119,1,1,17,45,47,2,Level B
69,Sebbel 2008.08.05,839,1,1,17,73,35,-38,Level A
92,Rastaluke 2009.05.17,868,1,0,17,108,53,-55,Level B
152,Hazardo 2009.06.04,986,1,0,17,142,53,-89,Level B
153,Sinickas 2008.08.05,973,1,0,17,113,24,-89,Level A
202,GoGoYubari 2009.07.13,1033,1,1,17,154,47,-107,Level B
248,paderboots 2009.05.21,914,1,0,17,166,41,-125,Level B
370,Fnorgmuffin 2009.04.23,709,1,0,17,197,24,-173,Level A
386,HogSlayer 2009.01.03,923,1,0,17,221,41,-180,Level A
395,Sirenus 2009.02.24,885,1,1,17,206,24,-182,Level A
459,vetteboy 2009.01.04,939,1,0,17,224,12,-212,Level A
476,Avisharv 2009.03.21,1020,1,0,17,244,24,-220,Level B
479,andrejas 2009.07.28,964,1,1,17,262,41,-221,Level A
481,chokefetuschoke 2009.02.17,910,1,0,17,250,29,-221,Level A
488,zqnzt 2009.05.09,849,1,0,17,250,24,-226,Level A
503,caskakacastro 2009.01.27,935,1,0,17,260,29,-231,Level A
504,vetteboy 2009.01.03,920,1,1,17,255,24,-231,Level A
546,cweatherbe 2009.02.19,1020,1,0,17,289,35,-254,Level B
555,projectlife 2009.06.23,973,1,0,17,276,18,-258,Level A
583,nicksun 2009.01.23,984,1,0,17,292,18,-274,Level A
601,GoGoYubari 2009.07.10,1009,1,1,17,319,29,-290,Level B
703,fjjvh 2009.03.18,689,4,0.5,17,420,0,-420,Level A
718,SviSe 2009.06.25,831,1,0,17,487,12,-475,Level A
61,Bhunt 2009.07.21,1073,1,1,16,70,38,-32,Level A
67,stota 2009.07.31,907,1,1,16,86,50,-36,Level B
76,Rhizy 2009.07.17,968,1,1,16,79,38,-41,Level A
164,SmashBrosBrawl 2009.01.07,1112,1,1,16,117,25,-92,Level A
180,Caledonian 2009.05.17,817,1,0,16,138,38,-100,Level B
181,mupdegrove 2009.05.01,1093,2,2,16,131,31,-100,Level A
225,jkkcole 2009.01.03,986,1,0,16,141,25,-116,Level A
252,Akio 2009.03.12,967,1,0,16,157,31,-126,Level A
258,smalldreams 2009.07.30,1028,2,2,16,166,38,-128,Level A
300,sexyricanlady 2009.05.09,1012,1,1,16,167,19,-148,Level A
312,Xillion 2009.02.18,909,1,0,16,176,25,-151,Level A
320,jkkcole 2009.01.10,974,3,2.5,16,180,25,-155,Level A
392,JackPacman 2009.01.30,964,1,0,16,213,31,-182,Level A
423,Vaudevillian 2009.01.05,1054,1,0,16,222,25,-197,Level A
453,ifuwurarabitidnmu 2009.02.17,1054,1,1,16,230,19,-211,Level A
465,OttoTheDog 2009.04.21,1019,1,1,16,234,19,-215,Level A
511,Crashinator 2009.04.21,973,1,0,16,260,25,-235,Level A
558,Soilwork 2009.03.26,916,3,2,16,290,31,-259,Level A
573,fishmasters 2008.12.27,854,1,0,16,286,19,-267,Level A
575,titusm 2009.03.13,770,1,0,16,299,31,-268,Level B
589,Bmoresoldier 2009.07.27,967,1,0,16,294,19,-275,Level A
629,lancearmstrong 2009.02.09,988,2,0,16,337,19,-318,Level A
648,chmpf 2009.03.20,951,2,0,16,361,25,-336,Level A
709,Devekut 2009.01.13,985,1,0,16,445,13,-432,Level A
10,zqnzt 2009.05.17,1051,1,1,15,40,60,20,Level B
11,SassySasha 2009.06.26,1093,4,4,15,33,53,20,Level B
88,Cofiez 2009.04.24,1061,1,1,15,101,47,-54,Level B
97,bialyhetman 2009.04.23,1184,1,1,15,98,40,-58,Level A
98,rsrdjan 2009.07.26,999,1,1,15,85,27,-58,Level A
122,antharas 2009.06.01,1082,1,1,15,98,27,-71,Level A
123,vetteboy 2009.02.25,980,1,1,15,112,40,-72,Level A
129,IOOOOOWelcomesWeb 2009.07.21,1041,1,1,15,122,47,-75,Level B
160,jabziii 2009.02.18,1087,1,1,15,124,33,-91,Level A
216,awen 2009.03.21,885,1,1,15,153,40,-113,Level B
221,Akio 2009.03.30,954,1,0.5,15,162,47,-115,Level B
272,Traenexx 2009.04.24,887,1,0,15,166,33,-133,Level B
323,vincentkellner 2009.06.23,940,1,1,15,189,33,-156,Level A
374,Crashinator 2009.02.25,956,1,0,15,202,27,-175,Level A
382,Traenexx 2009.04.23,876,1,1,15,212,33,-179,Level A
411,nicksun 2009.01.27,1024,1,1,15,232,40,-192,Level A
527,ChessterQKnightly 2009.02.24,1111,1,0,15,277,33,-244,Level A
538,nicksun 2009.01.30,1030,1,1,15,262,13,-249,Level A
570,Fukiyama 2009.06.26,1021,1,1,15,291,27,-264,Level A
585,Loran 2009.06.18,884,1,1,15,308,33,-275,Level A
591,PABOY 2009.01.04,881,1,1,15,297,20,-277,Level A
662,badstep 2009.07.31,1027,1,1,15,367,13,-354,Level A
43,plumbo 2009.03.30,848,1,1,14,74,50,-24,Level B
44,PieceMover 2009.07.21,1117,4,4,14,68,43,-25,Level A
79,paire 2009.03.19,1209,1,1,14,81,36,-45,Level A
159,FFDunn 2009.01.04,1051,1,1,14,119,29,-90,Level A
206,gforced 2009.01.05,926,1,1,14,122,14,-108,Level A
214,elpascoe 2009.06.22,992,1,1,14,147,36,-111,Level A
223,kiwa 2009.01.23,993,1,1,14,159,43,-116,Level A
254,andrejas 2009.07.26,979,2,2,14,163,36,-127,Level A
270,richsilver 2009.04.23,1081,1,0,14,168,36,-132,Level A
304,chesseeka 2009.03.26,1008,1,0,14,193,43,-150,Level A
322,Fukiyama 2009.06.29,1014,1,0,14,192,36,-156,Level B
375,noncsi 2008.12.27,1008,1,1,14,189,14,-175,Level A
379,BMANMILES 2009.03.26,974,1,1,14,197,21,-176,Level A
418,Hazardo 2009.05.26,951,1,1,14,230,36,-194,Level A
482,PABOY 2008.11.25,825,1,1,14,242,21,-221,Level A
490,masif 2009.07.04,822,1,0,14,240,14,-226,Level A
498,chokefetuschoke 2009.04.14,907,1,1,14,259,29,-230,Level A
505,Awais 2009.01.22,989,4,3,14,268,36,-232,Level A
514,francod 2009.06.03,968,1,0,14,266,29,-237,Level A
532,Crashinator 2009.02.15,884,2,0,14,252,7,-245,Level A
614,vetteboy 2009.03.24,990,1,1,14,314,14,-300,Level A
684,mudbog 2009.01.04,1115,1,0,14,407,21,-386,Level A
727,LavAzza 2009.07.11,874,1,0,14,552,7,-545,Level A
70,JohnWinthrop 2009.01.12,1172,1,1,13,69,31,-38,Level A
117,PABOY 2009.03.23,1004,1,1,13,99,31,-68,Level A
126,Nifteind 2009.03.29,979,1,0.5,13,104,31,-73,Level A
133,AureA 2009.03.29,986,1,0.5,13,116,39,-77,Level A
136,ktinfl 2009.01.03,998,1,1,13,103,23,-80,Level A
141,Mels 2009.05.19,835,1,1,13,139,54,-85,Level B
155,jubilado 2009.06.15,874,1,1,13,129,39,-90,Level A
185,Traenexx 2009.04.05,884,1,0,13,132,31,-101,Level B
190,Buildingwings 2009.07.04,1064,1,1,13,133,31,-102,Level A
193,ktinfl 2009.07.27,863,1,1,13,118,15,-103,Level A
