Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,Analysis 
194,fishmasters 2009.01.03,873,1,1,13,135,31,-104,Level A
210,Crashinator 2009.02.19,857,1,1,13,156,46,-110,Level B
226,JackPacman 2009.03.13,885,1,0,13,156,39,-117,Level B
242,GoGoYubari 2009.06.05,974,1,0,13,186,62,-124,Level B
247,RichardJohnson 2009.05.21,1221,3,3,13,171,46,-125,Level B
282,Fukiyama 2009.02.24,1031,2,1,13,153,15,-138,Level A
314,GoGoYubari 2009.06.03,998,1,1,13,183,31,-152,Level A
315,pajac 2009.05.21,952,1,1,13,160,8,-152,Level A
344,raysfan 2009.07.22,1069,1,1,13,193,31,-162,Level A
357,chmpf 2009.04.21,963,1,0,13,206,39,-167,Level B
398,vetteboy 2009.01.14,956,1,1,13,217,31,-186,Level A
415,twobacca 2009.05.21,1003,1,0,13,207,15,-192,Level A
462,Hazardo 2009.07.31,906,2,1,13,254,39,-215,Level A
489,awen 2009.03.24,964,1,0,13,249,23,-226,Level A
502,PieceMover 2009.06.25,1059,1,1,13,262,31,-231,Level A
508,ToomuchforUtoo 2009.05.26,1009,1,0,13,256,23,-233,Level A
519,Yanulya 2009.06.18,1001,1,0,13,263,23,-240,Level A
545,ktinfl 2009.01.14,921,1,0,13,261,8,-253,Level A
548,nicksun 2008.11.25,881,1,0,13,278,23,-255,Level A
577,mclaro 2009.01.08,1047,1,0,13,268,0,-268,Level A
597,pmineiro 2009.03.05,933,1,0,13,299,15,-284,Level A
649,EgyVoltron 2009.01.30,1163,1,0,13,368,31,-337,Level A
27,GodsWrath 2009.04.17,1006,1,1,12,69,58,-11,Level B
29,woodpuscher 2009.07.26,1064,2,2,12,54,42,-12,Level A
31,Deltaprism 2009.03.13,1007,1,1,12,71,58,-13,Level B
32,vpma 2009.04.21,845,1,1,12,81,67,-14,Level B
46,DaveMiddled 2009.04.13,900,1,1,12,59,33,-26,Level A
53,ohaighain 2009.03.18,1021,1,1,12,63,33,-30,Level A
54,antharas 2009.06.29,976,1,1,12,89,58,-31,Level B
165,Sebbel 2009.01.06,900,1,1,12,117,25,-92,Level A
169,richsilver 2009.04.05,1105,1,1,12,144,50,-94,Level B
196,Crashinator 2009.04.13,1006,1,0,12,147,42,-105,Level A
211,ccf 2009.03.20,1005,2,2,12,152,42,-110,Level A
228,biplobibeginner 2009.03.18,968,1,0,12,125,8,-117,Level A
231,vetteboy 2009.01.13,942,1,1,12,162,42,-120,Level A
239,Flupkes 2009.04.17,1101,1,1,12,165,42,-123,Level A
245,elnekave 2009.02.24,916,2,1,12,149,25,-124,Level A
265,bluepen 2009.03.12,857,1,0,12,164,33,-131,Level A
292,Hazardo 2009.07.30,905,1,0,12,171,25,-146,Level A
301,Fukiyama 2009.02.21,776,2,1.5,12,165,17,-148,Level A
362,vetteboy 2009.02.14,1014,1,0,12,194,25,-169,Level A
389,sangkyu 2009.05.08,928,1,0,12,206,25,-181,Level B
404,jarnaud 2009.01.12,1076,2,1,12,214,25,-189,Level A
444,LaurentDelaon 2009.05.03,1109,1,1,12,239,33,-206,Level A
449,Kundeohmar 2009.05.24,977,2,0.5,12,227,17,-210,Level A
478,PatatZonder 2009.01.29,1132,1,1,12,237,17,-220,Level A
506,dubaddict 2009.05.03,850,1,0,12,265,33,-232,Level A
592,ktinfl 2009.07.04,866,1,0,12,296,17,-279,Level A
611,nathy 2009.07.31,757,3,1,12,297,0,-297,Level A
645,Lelouchshinji 2009.06.24,869,2,0,12,367,33,-334,Level A
686,Soilwork 2009.03.30,900,1,0,12,397,8,-389,Level B
15,chmpf 2009.05.08,966,1,1,11,40,55,15,Level B
80,Borgohain 2009.06.19,1112,1,0,11,81,36,-45,Level A
84,AmpedAl 2009.01.15,1058,2,2,11,86,36,-50,Level A
184,Melvill 2009.02.07,981,1,0,11,137,36,-101,Level A
215,LisbonNightTrain 2009.02.07,967,1,1,11,130,18,-112,Level A
235,jpirie 2009.07.22,1147,1,1,11,148,27,-121,Level A
251,procussionaire 2009.03.13,1061,1,1,11,181,55,-126,Level B
338,Loran 2009.07.28,791,2,0,11,178,18,-160,Level A
407,franzgabo 2009.06.14,923,3,0,11,226,36,-190,Level A
420,LeyZ 2009.06.24,1013,1,0,11,213,18,-195,Level A
438,stota 2009.07.24,929,1,0,11,231,27,-204,Level A
456,paperchasdvincent 2009.05.13,1043,1,0,11,248,36,-212,Level A
472,Hazardo 2009.05.28,967,3,1,11,235,18,-217,Level A
475,Demolishor 2009.07.22,1056,1,0,11,247,27,-220,Level A
486,Fukiyama 2009.03.05,975,1,1,11,243,18,-225,Level A
492,Fukiyama 2009.06.09,1037,1,1,11,235,9,-226,Level A
494,Admirn 2009.01.12,908,2,1,11,246,18,-228,Level A
496,fishmasters 2009.01.10,1031,1,0,11,238,9,-229,Level A
499,elnekave 2009.02.26,916,1,0,11,257,27,-230,Level A
507,thefourthhorseman 2009.04.13,990,1,0,11,259,27,-232,Level B
536,vpma 2009.07.15,1037,1,0,11,257,9,-248,Level A
541,sekulla 2009.01.22,958,4,1,11,270,18,-252,Level A
564,Mels 2009.05.07,896,1,0,11,287,27,-260,Level A
571,paderboots 2009.05.20,923,2,1,11,283,18,-265,Level A
578,paire 2009.03.20,1208,1,1,11,296,27,-269,Level A
593,Crashinator 2009.02.21,929,2,0,11,298,18,-280,Level A
595,Kundeohmar 2009.06.09,939,1,0,11,301,18,-283,Level A
691,RyanBall 2009.07.22,1030,2,2,11,405,9,-396,Level A
710,Mels 2009.05.06,904,2,1,11,460,27,-433,Level A
16,Sebbel 2009.02.15,1035,1,1,10,49,60,11,Level B
91,HeliosMax 2009.06.19,830,1,1,10,64,10,-54,Level A
107,TonyHappyChess 2009.03.12,1107,1,1,10,104,40,-64,Level A
115,thebigmac 2009.03.30,999,1,1,10,108,40,-68,Level A
120,bigjturner 2009.02.14,984,1,1,10,99,30,-69,Level A
124,zuugor 2009.06.11,1062,1,1,10,102,30,-72,Level A
148,jmoon 2009.02.07,907,1,0,10,128,40,-88,Level A
157,chmpf 2009.03.16,960,2,1.5,10,120,30,-90,Level A
166,FMH 2009.01.11,1115,1,1,10,102,10,-92,Level A
167,robertpmntr 2009.07.04,1118,1,1,10,123,30,-93,Level A
170,Nebri 2009.05.13,919,1,1,10,134,40,-94,Level A
178,OrionsDog 2009.07.22,927,1,1,10,108,10,-98,Level A
183,achieve 2009.03.07,1067,1,1,10,141,40,-101,Level A
186,lamell 2009.01.15,814,2,0,10,111,10,-101,Level A
307,ktinfl 2009.01.06,981,1,0.5,10,180,30,-150,Level A
337,GoGoYubari 2009.07.17,1103,1,1,10,190,30,-160,Level A
345,stota 2009.06.24,983,1,1,10,182,20,-162,Level A
371,Limzaroth 2009.03.30,791,1,0,10,173,0,-173,Level A
421,Uncrowned 2009.02.21,917,2,2,10,196,0,-196,Level A
447,stota 2009.07.16,973,1,0,10,238,30,-208,Level A
512,MishaG 2009.03.07,915,1,0,10,235,0,-235,Level A
525,chmpf 2009.02.07,966,1,0,10,284,40,-244,Level A
544,Fnorgmuffin 2009.04.08,772,1,0,10,263,10,-253,Level A
549,openmyeyes 2009.07.24,1041,1,1,10,265,10,-255,Level A
553,pmineiro 2009.02.18,902,1,1,10,277,20,-257,Level A
603,badstep 2009.04.24,1010,1,0,10,312,20,-292,Level A
624,Mels 2009.06.11,1053,1,0,10,319,10,-309,Level A
643,nathy 2009.07.30,750,2,1,10,331,0,-331,Level A
651,awen 2009.03.18,891,1,0,10,348,10,-338,Level A
693,Crashinator 2009.02.18,867,1,0,10,439,40,-399,Level A
5,yoyojim 2009.02.07,1043,1,1,9,25,56,31,Level A
20,Admirn 2009.02.01,929,2,2,9,50,56,6,Level A
35,MartyMcFlyyy 2009.04.14,1072,1,0,9,61,44,-17,Level A
58,gforced 2009.02.09,947,1,1,9,88,56,-32,Level A
81,SecondQueen 2009.07.28,1197,2,2,9,78,33,-45,Level A
90,dafics 2009.07.21,1099,1,1,9,87,33,-54,Level A
108,DikkenPierre 2009.05.07,1039,1,1,9,109,44,-65,Level A
114,gameplan 2009.04.12,1143,1,1,9,112,44,-68,Level B
128,Hazardo 2009.04.17,934,2,1,9,107,33,-74,Level A
151,PABOY 2009.01.08,918,1,1,9,110,22,-88,Level A
229,chessboyjazz 2009.04.13,995,1,1,9,175,56,-119,Level B
232,jcizzle 2009.06.26,1096,2,2,9,153,33,-120,Level A
243,jatwfn 2009.03.20,1071,2,1.5,9,168,44,-124,Level A
271,brainllama 2009.01.03,983,1,0,9,165,33,-132,Level A
279,Jia 2009.04.08,1142,1,1,9,158,22,-136,Level A
328,PLUGZ 2009.03.26,988,2,1,9,190,33,-157,Level A
333,Deadache 2009.03.06,1200,1,1,9,191,33,-158,Level A
422,ccf 2009.02.07,1005,1,1,9,230,33,-197,Level A
428,RichardJohnson 2009.05.06,1058,1,1,9,210,11,-199,Level A
458,agfa 2008.11.27,1049,1,0,9,245,33,-212,Level A
463,kukuykuyk 2009.05.19,1061,1,0,9,248,33,-215,Level B
470,Bhunt 2009.07.28,1051,1,1,9,239,22,-217,Level A
497,lousychess 2009.07.20,1094,1,1,9,263,33,-230,Level A
513,ginjaninja 2009.02.26,1083,1,1,9,270,33,-237,Level A
515,BillMac 2009.04.29,997,1,1,9,271,33,-238,Level A
566,volodymyrrudyj 2009.01.06,1067,1,0,9,294,33,-261,Level A
599,DarthDaviz 2009.03.26,1005,2,1,9,318,33,-285,Level A
626,Loran 2009.06.19,912,2,0,9,337,22,-315,Level A
634,xDieInAFirex 2009.05.06,901,1,0,9,332,11,-321,Level A
635,pmineiro 2009.04.22,996,1,1,9,344,22,-322,Level A
636,TooFar 2009.05.23,1224,1,1,9,333,11,-322,Level A
637,MikEms 2009.07.11,805,1,1,9,345,22,-323,Level A
650,chadsmith 2009.03.26,1067,1,0,9,337,0,-337,Level A
653,Fukiyama 2009.02.25,984,1,0,9,363,22,-341,Level A
668,caga 2009.03.28,1305,1,1,9,385,22,-363,Level A
671,fjjvh 2009.04.05,660,3,0.5,9,364,0,-364,Level A
672,Hazardo 2009.05.24,946,1,0.5,9,364,0,-364,Level A
674,badstep 2009.04.17,996,2,1,9,367,0,-367,Level A
695,RiverStyx 2009.03.23,891,2,1,9,415,11,-404,Level A
701,chokefetuschoke 2009.02.21,885,1,0.5,9,429,11,-418,Level A
706,WhateverAndStuf 2009.05.26,991,1,0.5,9,446,22,-424,Level A
708,insanemew 2009.04.22,943,1,0,9,427,0,-427,Level A
719,zhouzhaowu 2009.02.16,933,1,0,9,475,0,-475,Level A
733,Crashinator 2009.01.13,814,1,0,9,706,0,-706,Level A
6,JooBoo 2009.02.04,916,1,1,8,36,63,27,Level A
33,sigggih 2009.07.22,1024,1,1,8,66,50,-16,Level A
40,Miggidy 2009.01.27,1158,1,1,8,86,63,-23,Level A
52,smalldreams 2009.07.31,1048,1,1,8,80,50,-30,Level A
63,yaroshan 2009.06.14,1074,3,3,8,71,38,-33,Level A
73,Hazardo 2009.06.08,970,1,1,8,77,38,-39,Level A
96,LzVandy 2009.03.18,1062,1,1,8,121,63,-58,Level A
105,Vosman 2009.03.12,1197,1,1,8,88,25,-63,Level A
162,kebax 2009.02.20,1128,1,1,8,104,13,-91,Level A
200,stota 2009.07.28,929,1,0,8,131,25,-106,Level A
240,obamaworld 2009.05.16,1023,1,0,8,161,38,-123,Level A
294,Fukiyama 2009.02.20,817,1,0,8,159,13,-146,Level A
308,noncsi 2008.11.27,920,1,1,8,163,13,-150,Level A
342,checkmatenik 2009.05.26,1001,1,0.5,8,174,13,-161,Level A
354,Crashinator 2009.01.15,822,1,0,8,178,13,-165,Level A
366,insanemew 2009.02.25,1011,1,1,8,196,25,-171,Level A
397,Dicemice 2009.07.21,1055,1,1,8,210,25,-185,Level A
400,pmineiro 2009.01.10,888,1,0.5,8,187,0,-187,Level A
430,ktinfl 2009.06.14,898,2,1,8,226,25,-201,Level A
440,Avisharv 2009.06.05,964,1,1,8,243,38,-205,Level B
442,badstep 2009.04.12,988,1,0.5,8,230,25,-205,Level A
446,WillSmith 2009.06.03,928,1,0,8,232,25,-207,Level A
451,elpascoe 2009.06.08,1024,1,0,8,236,25,-211,Level A
468,beijingchina 2009.05.16,969,1,1,8,254,38,-216,Level A
493,ifuwurarabitidnmu 2009.02.21,1037,1,0.5,8,252,25,-227,Level A
495,badstep 2009.05.06,1049,2,1,8,267,38,-229,Level A
587,Bhunt 2009.07.20,1091,1,1,8,300,25,-275,Level A
598,elnekave 2009.03.20,896,1,0,8,297,13,-284,Level A
619,xDieInAFirex 2009.05.23,655,1,0,8,317,13,-304,Level A
640,jdchopra 2009.04.16,875,1,0,8,349,25,-324,Level A
681,Jia 2009.06.14,1094,1,0,8,393,13,-380,Level A
696,fjjvh 2009.03.14,694,4,0,8,418,13,-405,Level A
